,MTH,DEALER_ID,LISTING_AD_ID,LISTING_NEW_USED,LISTING_MANUFACTURER,LISTING_TYPE,DMA_NAME,REALM_NAME,CUSTOMER_TYPE,INVENTORY,SRPS,VDPS,WEBREFERRALS,MAPS,EMAIL
120864,8,738050,5008985197,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
196599,8,738050,5008985198,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
200481,8,738050,5008985198,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
187301,8,738050,5008985199,U,GREAT DANE,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
124268,8,738050,5008985200,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
153296,8,738050,5008985201,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
145044,8,738050,5008985201,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
135617,8,738050,5008985202,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
183819,8,738050,5008985204,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
87466,8,738050,5008985205,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
138494,8,738050,5008985205,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
190745,8,738050,5008985206,U,UTILITY,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
121921,8,738050,5008985207,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
201828,8,738050,5008985208,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
204040,8,738050,5008985209,U,ISUZU,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
168931,8,738050,5008985210,U,VOLVO,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
143890,8,738050,5008985211,U,ISUZU,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
121868,8,738050,5008985212,U,VOLVO,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
143421,8,738050,5008985213,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
185365,8,738050,5008985214,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
170843,8,738050,5008985215,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
166141,8,738050,5008985216,U,VOLVO,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
123467,8,738050,5008985217,U,ISUZU,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
135451,8,738050,5008985218,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
160153,8,738050,5008985219,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
184846,8,738050,5008985219,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
82354,8,738050,5008985220,U,UTILITY,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
195594,8,738050,5008985221,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
118510,8,738050,5008985221,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
75509,8,738050,5008985222,U,UTILITY,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
153295,8,738050,5008985223,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
195595,8,738050,5008985224,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
136899,8,738050,5008985225,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
188742,8,738050,5008985226,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
130885,8,738050,5008985226,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
182394,8,738050,5008985227,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
122718,8,738050,5008985228,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
149598,8,738050,5008985229,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
163861,8,738050,5008985230,U,VOLVO,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
144486,8,738050,5008985231,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
147351,8,738050,5008985231,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
138482,8,738050,5008985232,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
107629,8,738050,5008985233,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
196139,8,738050,5008985234,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
192441,8,738050,5008985234,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
189840,8,738050,5008985235,U,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
165474,8,738050,5008985236,U,OTTAWA,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
194964,8,738050,5008985237,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
194905,8,738050,5008985238,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
133714,8,738050,5008985238,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
186622,8,738050,5008985239,U,VOLVO,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
185361,8,738050,5008985240,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
157464,8,738050,5008985241,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
121325,8,738050,5008985241,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
204648,8,738050,5008985242,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
184976,8,738050,5008985242,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
130267,8,738050,5008985243,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
166758,8,738050,5008985244,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
151382,8,738050,5008985245,U,VOLVO,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
122735,8,738050,5008985247,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
151481,8,738050,5008985247,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
187277,8,738050,5008985248,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
133886,8,738050,5008985249,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
183115,8,738050,5008985249,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
163862,8,738050,5008985250,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
138172,8,738050,5008985251,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
121020,8,738050,5008985252,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
185889,8,738050,5008985252,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
189750,8,738050,5008985253,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
157497,8,738050,5008985253,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
196308,8,738050,5008985254,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
150098,8,738050,5008985258,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
152753,8,738050,5008985259,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
178134,8,738050,5008985260,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
92639,8,738050,5008985263,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
140761,8,738050,5008985264,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
131315,8,738050,5008985264,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
153728,8,738050,5008985265,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
78278,8,738050,5008985266,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
89878,8,738050,5008985267,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
194861,8,738050,5008985267,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
123906,8,738050,5008985268,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
79812,8,738050,5008985269,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
134250,8,738050,5008985269,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
125097,8,738050,5008985270,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
193807,8,738050,5008985271,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
190524,8,738050,5008985271,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
201618,8,738050,5008985272,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
102567,8,738050,5008985273,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
118582,8,738050,5008985273,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
195347,8,738050,5008985274,U,MACK,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
185373,8,738050,5008985275,U,ISUZU,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
185966,8,738050,5008985276,U,VOLVO,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
189832,8,738050,5008985277,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
114222,8,738050,5008985277,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
173912,8,738050,5008985278,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
113475,8,738050,5008985279,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
114101,8,738050,5008985280,U,VOLVO,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
185968,8,738050,5008985281,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
189431,8,738050,5008985282,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
141691,8,738050,5008985283,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
170551,8,738050,5008985284,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
141429,8,738050,5008985285,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
137026,8,738050,5008985285,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
122308,8,738050,5008985286,U,ISUZU,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
144926,8,738050,5008985287,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
80362,8,738050,5008985288,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
84391,8,738050,5008985289,U,VOLVO,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
118197,8,738050,5008985290,U,ISUZU,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
115392,8,738050,5008985291,U,VOLVO,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
191351,8,738050,5008985292,U,VOLVO,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
85822,8,738050,5008985293,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
170476,8,738050,5008985294,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
172951,8,738050,5008985295,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
137209,8,738050,5008985296,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
87544,8,738050,5008985297,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
122595,8,738050,5008985298,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
188834,8,738050,5008985299,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
141233,8,738050,5008985300,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
182340,8,738050,5008985301,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
127224,8,738050,5008985302,U,ISUZU,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
102682,8,738050,5008985303,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
195721,8,738050,5008985305,U,VOLVO,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
135229,8,738050,5008985306,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
156268,8,738050,5008985307,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
138964,8,738050,5008985308,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
110955,8,738050,5008985309,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
149683,8,738050,5008985310,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
128257,8,738050,5008985310,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
109816,8,738050,5008985311,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
118566,8,738050,5008985312,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
166759,8,738050,5008985313,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
195700,8,738050,5008985314,U,UTILITY,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
190744,8,738050,5008985315,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
138481,8,738050,5008985316,U,ISUZU,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
105114,8,738050,5008985317,U,UTILITY,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
48077,8,738050,5008985318,U,GREAT DANE,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
156673,8,738050,5008985319,U,VOLVO,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
188711,8,738050,5008985320,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
160282,8,738050,5008985321,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
129432,8,738050,5008985322,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
158738,8,738050,5008985323,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
133307,8,738050,5008985324,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
125466,8,738050,5008985325,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
105409,8,738050,5008985326,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
84562,8,738050,5008985327,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
185464,8,738050,5008985328,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
150295,8,738050,5008985329,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
123718,8,738050,5008985329,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
173356,8,738050,5008985330,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
188995,8,738050,5008985331,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
153786,8,738050,5008985332,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
201775,8,738050,5008985332,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
105233,8,738050,5008985333,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
110448,8,738050,5008985334,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
176753,8,738050,5008985335,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
87539,8,738050,5008985335,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
188295,8,738050,5008985336,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
156776,8,738050,5008985336,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
157352,8,738050,5008985337,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
138332,8,738050,5008985338,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
126337,8,738050,5008985338,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
120093,8,738050,5008985339,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
84829,8,738050,5008985339,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
122437,8,738050,5008985340,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
184562,8,738050,5008985341,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
128258,8,738050,5008985342,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
204110,8,738050,5008985343,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
127464,8,738050,5008985343,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
189606,8,738050,5008985344,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
175776,8,738050,5008985345,U,FORD,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
149473,8,738050,5008985346,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
168930,8,738050,5008985347,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
190899,8,738050,5008985347,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
161266,8,738050,5008985348,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
52785,8,738050,5008985349,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
81349,8,738050,5008985350,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
203458,8,738050,5008985350,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
161123,8,738050,5008985351,U,VOLVO,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
169822,8,738050,5008985352,U,GREAT DANE,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
138894,8,738050,5008985353,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
134171,8,738050,5008985354,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
119950,8,738050,5008985355,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
129855,8,738050,5008985356,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
66315,8,738050,5008985357,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
197403,8,738050,5008985358,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
105110,8,738050,5008985359,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
184965,8,738050,5008985359,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
81351,8,738050,5008985360,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
92694,8,738050,5008985361,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
150459,8,738050,5008985361,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
131029,8,738050,5008985362,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
139488,8,738050,5008985363,U,UTILITY,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
90039,8,738050,5008985364,U,ISUZU,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
112933,8,738050,5008985365,U,GREAT DANE,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
159655,8,738050,5008985366,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
141806,8,738050,5008985367,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
138007,8,738050,5008985367,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
44277,8,738050,5008985368,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
21321,8,738050,5008985368,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
192903,8,738050,5008985369,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
120265,8,738050,5008985370,U,VOLVO,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
146410,8,738050,5008985371,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
127895,8,738050,5008985372,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
192713,8,738050,5008985373,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
158052,8,738050,5008985374,U,VOLVO,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
149573,8,738050,5008985375,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
121200,8,738050,5008985375,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
117647,8,738050,5008985376,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
198056,8,738050,5008985378,U,UTILITY,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
128972,8,738050,5008985379,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
100343,8,738050,5008985379,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
180449,8,738050,5008985380,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
100200,8,738050,5008985381,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
185890,8,738050,5008985382,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
185275,8,738050,5008985383,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
144984,8,738050,5008985384,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
151482,8,738050,5008985384,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
117921,8,738050,5008985385,U,VOLVO,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
142735,8,738050,5008985386,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
73027,8,738050,5008985387,U,VOLVO,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
167247,8,738050,5008985388,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
202145,8,738050,5008985389,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
19757,8,738050,5008985390,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
139167,8,738050,5008985391,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
184092,8,738050,5008985391,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
178137,8,738050,5008985392,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
134019,8,738050,5008985393,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
189846,8,738050,5008985394,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
187349,8,738050,5008985394,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
71652,8,738050,5008985395,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
155374,8,738050,5008985396,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
163249,8,738050,5008985396,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
