,MTH,DEALER_ID,LISTING_AD_ID,LISTING_NEW_USED,LISTING_MANUFACTURER,LISTING_TYPE,DMA_NAME,REALM_NAME,CUSTOMER_TYPE,INVENTORY,SRPS,VDPS,WEBREFERRALS,MAPS,EMAIL
171325,1,2980528,119744068,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
135550,1,2886784,120977632,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,44,2,0,0,0
98819,1,2937876,121943303,U,KENWORTH,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
74987,1,2964040,122512970,N,HINO,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
128152,1,2943150,122608726,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
151373,1,2978284,122685769,U,CATERPILLAR,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
123099,1,2978284,122732749,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
140643,1,3054868,122757590,N,WESTERN STAR,STANDARD,atlanta,Commercial Truck,DEALER,1,2,0,0,0,0
186327,1,748340,122773980,N,ISUZU,STANDARD,atlanta,Commercial Truck,DEALER,1,43,0,0,0,0
5477,1,2998344,5000006068,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
174329,1,2891146,5000201166,U,FORD,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
183510,1,2819170,5000356928,N,FORD,STANDARD,atlanta,Commercial Truck,DEALER,1,13,0,0,0,0
132451,1,2886784,5000689269,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,322,5,0,0,0
195685,1,738050,5000796222,U,UTILITY,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
175273,1,2997710,5000843263,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,470,0,0,0,0
125734,1,3054868,5000880710,N,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,1,0,0,0,0
203284,1,3054868,5000880714,N,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,1,0,0,0,0
73722,1,2997308,5000897545,N,FORD,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
194363,1,738050,5000904322,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
204589,1,2886784,5000971793,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,56,0,0,0,0
197580,1,2997710,5000997355,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,11,0,0,0,0
39790,1,2997710,5000997356,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,28,0,0,0,0
201319,1,2999436,5001191406,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,44,1,0,0,0
144579,1,2978284,5001236294,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,3,0,0,0,0
91003,1,2998344,5001254509,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
75673,4,2998344,5001254509,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
16090,3,2998344,5001254509,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
182678,2,2998344,5001254509,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
5874,1,0,5001263234,U,FREIGHTLINER,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,2736,152,0,0,1
81686,2,0,5001263234,U,FREIGHTLINER,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,3047,185,0,0,0
198229,1,2970038,5001287792,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
80888,1,2970038,5001288060,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
177611,1,738050,5001326658,U,GMC,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
102579,1,738050,5001354519,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
144063,1,738050,5001354568,U,FORD,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
157540,1,738050,5001354573,U,FORD,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
151160,1,2886784,5001364314,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,41,0,0,0,0
176209,1,2916546,5001400413,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,4,0,0,0,0
138240,1,2997710,5001405241,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
202087,1,738050,5001415956,U,UTILITY,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
77217,1,738050,5001418566,U,HINO,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
102576,1,738050,5001418568,U,HINO,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
90128,1,2987248,5001460054,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,55,0,0,0,0
200474,1,2997710,5001463031,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
98367,1,2909208,5001502803,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
55364,1,738050,5001581426,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
113544,1,2997710,5001602317,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
166603,1,2900800,5001623924,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,456,4,0,0,0
173367,1,2909208,5001645880,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
127411,1,2943150,5001656610,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
170472,1,738050,5001701903,U,ISUZU,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
2298,3,2998344,5001717804,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
183448,2,2998344,5001717804,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
93742,1,2998344,5001717804,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
122576,4,2998344,5001717804,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
180971,1,748340,5001747456,U,ISUZU,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
131247,1,2997710,5001791893,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
135088,4,2795378,5001842482,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
17204,1,2795378,5001842482,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
78297,3,2795378,5001842482,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
13411,2,2795378,5001842482,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
71937,1,2795378,5001842534,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
183870,3,2795378,5001842534,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
155869,2,2795378,5001842534,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
29897,4,2795378,5001842534,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
49602,2,2795378,5001842538,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
173247,3,2795378,5001842538,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
102910,1,2795378,5001842538,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
140694,1,2795378,5001842544,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
100710,1,2795378,5001842569,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
119050,3,2795378,5001842569,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
115025,2,2795378,5001842569,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
27831,1,2795378,5001842570,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
113470,2,2795378,5001842570,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
67813,3,2795378,5001842570,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
131466,4,2795378,5001842570,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
49508,1,2795378,5001842625,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
124516,3,2795378,5001842625,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
105376,2,2795378,5001842625,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
171927,4,2795378,5001842625,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
174470,2,2795378,5001842644,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
194605,4,2795378,5001842644,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
37337,1,2795378,5001842644,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
108828,3,2795378,5001842644,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
12089,4,2795378,5001842646,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
117708,1,2795378,5001842646,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
24649,3,2795378,5001842646,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
85281,2,2795378,5001842646,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
184265,2,2795378,5001842657,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
150376,3,2795378,5001842657,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
40495,1,2795378,5001842657,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
149514,1,2795378,5001842698,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
130291,2,2795378,5001842698,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
175915,3,2795378,5001842698,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
129527,4,2795378,5001842698,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
108451,1,3020180,5001895859,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,1,0,0,0,0
8434,2,2998344,5001896409,U,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
33059,1,2998344,5001896409,U,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
9502,3,2998344,5001896409,U,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
53068,3,2795378,5001908874,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
177689,2,2795378,5001908874,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
42055,1,2795378,5001908874,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
122643,4,2795378,5001908874,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
115429,1,2909208,5001987454,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,23,0,0,0,0
153391,1,2965902,5002036121,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,38,1,0,0,0
186182,1,738050,5002093252,U,ISUZU,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
129663,1,738050,5002182354,U,ISUZU,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
151510,1,2819170,5002206202,N,FORD,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
191546,1,2751518,5002208909,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
12671,2,2998344,5002209144,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
48395,1,2998344,5002209144,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
160287,4,2998344,5002209144,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
110581,3,2998344,5002209144,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
118342,1,2916546,5002233524,N,FORD,STANDARD,atlanta,Commercial Truck,DEALER,1,18,0,0,0,0
175768,1,2916546,5002233571,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
81385,1,738050,5002235990,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
119569,2,2795378,5002238208,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
51158,1,2795378,5002238208,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
93153,1,738050,5002273248,U,HINO,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
185948,1,2987248,5002289866,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
98468,1,2997710,5002301242,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
189001,1,2916546,5002311210,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
180910,1,738050,5002313011,U,ISUZU,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
134108,1,738050,5002313012,U,ISUZU,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
147249,1,3019950,5002315619,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
108314,1,738050,5002333966,U,WABASH,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
123455,1,3019950,5002351706,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
128227,1,738050,5002399904,U,HINO,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
125327,1,738050,5002473344,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
104385,1,738050,5002482016,U,HINO,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
149927,1,2997710,5002525443,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
186979,1,2970038,5002557578,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
27556,1,738050,5002564328,U,ISUZU,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
186851,2,2795378,5002592316,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
158137,3,2795378,5002592316,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
18210,1,2795378,5002592316,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
186833,4,2795378,5002592316,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
192836,1,2795378,5002610793,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
173366,1,2997710,5002612542,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
114873,1,2998344,5002634840,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
643,3,2998344,5002634840,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
157036,2,2998344,5002634840,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
89249,4,2998344,5002634840,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
60299,1,2998344,5002634841,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
109482,3,2998344,5002634841,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
46167,2,2998344,5002634841,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
95380,4,2998344,5002634841,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
107579,2,0,5002640710,U,RAM,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,90,4,0,0,0
106722,1,3020180,5002660037,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
163173,1,3020180,5002660147,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
101801,1,2813378,5002674513,N,ISUZU,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
194163,2,2813378,5002674513,N,ISUZU,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
11871,5,2978284,5002680284,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
126830,2,2978284,5002680284,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
44004,6,2978284,5002680284,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
8936,3,2978284,5002680284,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
142900,4,2978284,5002680284,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
172835,1,2978284,5002680284,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
108060,3,2978284,5002680289,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
36938,5,2978284,5002680289,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
122979,2,2978284,5002680289,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
10561,4,2978284,5002680289,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
176012,1,2978284,5002680289,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
22420,6,2978284,5002680289,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
89617,1,2978284,5002680291,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
199980,1,2978284,5002680292,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
19931,5,2978284,5002680293,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
19875,4,2978284,5002680293,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
19543,3,2978284,5002680293,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
174355,2,2978284,5002680293,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
83340,7,2978284,5002680293,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
163492,1,2978284,5002680293,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
197833,6,2978284,5002680293,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
139671,1,2970038,5002749896,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
125443,1,738050,5002789024,U,ISUZU,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
132316,3,2795378,5002866563,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
66332,1,2795378,5002866563,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
31949,4,2795378,5002866563,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
44378,2,2795378,5002866563,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
131162,1,2970038,5002868883,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
165822,2,748306,5002910092,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,18,0,0,0,0
12432,1,748306,5002910092,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,110,4,0,0,0
180380,1,2965902,5002917982,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,3,0,0,0,0
87907,1,2970038,5002946006,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
197515,1,2943150,5002968701,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
122307,1,2970038,5002974530,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
50340,1,2997308,5003011541,N,FORD,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
117734,6,2978284,5003028795,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
163568,1,2978284,5003028795,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
87000,4,2978284,5003028795,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
116948,7,2978284,5003028795,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
86849,8,2978284,5003028795,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
156429,2,2978284,5003028795,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
178820,5,2978284,5003028795,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
1894,3,2978284,5003028795,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
125300,1,738050,5003052552,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
133956,1,748340,5003063527,N,HINO,STANDARD,atlanta,Commercial Truck,DEALER,1,9,0,0,0,0
104579,1,2891146,5003086231,U,FORD,STANDARD,atlanta,Commercial Truck,DEALER,1,9,0,0,0,0
79726,1,2916546,5003133155,N,FORD,STANDARD,atlanta,Commercial Truck,DEALER,1,50,0,0,0,0
192272,1,2916546,5003133169,N,FORD,STANDARD,atlanta,Commercial Truck,DEALER,1,206,1,0,0,0
177777,1,2916546,5003151488,N,FORD,STANDARD,atlanta,Commercial Truck,DEALER,1,27,0,0,0,0
131300,1,738050,5003190856,U,UTILITY,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
160345,1,2795378,5003191841,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
106129,2,2795378,5003191841,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
44802,2,2795378,5003197798,U,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
65633,3,2795378,5003197798,U,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
37311,1,2795378,5003197798,U,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
155217,4,2795378,5003197798,U,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
110057,1,3055028,5003209845,N,KENWORTH,STANDARD,atlanta,Commercial Truck,DEALER,1,45,0,0,0,0
62222,1,2795378,5003215475,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
187432,1,2697334,5003231586,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
191577,1,2978284,5003266452,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,2,0,0,0,0
141468,1,2964040,5003267985,N,HINO,STANDARD,atlanta,Commercial Truck,DEALER,1,8,0,0,0,0
57602,1,2795378,5003288982,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
110700,2,2795378,5003288982,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
149691,1,2970038,5003290838,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,1,0,0,0,0
158034,1,2970038,5003290848,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
157029,2,2998344,5003291374,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
98795,3,2998344,5003291374,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
160191,1,2998344,5003291374,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
165639,4,2998344,5003291374,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
112832,1,2751518,5003301675,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,6,1,0,0,0
123326,1,3032390,5003312066,U,GMC,STANDARD,atlanta,Commercial Truck,DEALER,1,1,1,0,0,0
59790,1,2795378,5003318672,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
178112,2,2795378,5003318672,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
193987,4,2795378,5003318677,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
104827,1,2795378,5003318677,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
117365,2,2795378,5003318677,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
42779,3,2795378,5003318677,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
175663,1,2916546,5003320086,N,FORD,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
162112,1,2970038,5003320763,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
108433,1,2894602,5003321538,N,GMC,STANDARD,atlanta,Commercial Truck,DEALER,1,44,0,0,0,0
48219,1,2943150,5003327675,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,93,0,0,0,0
121141,4,2943150,5003327675,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,4,0,0,0,0
52027,3,2943150,5003327675,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,96,1,0,0,0
12459,2,2943150,5003327675,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,85,5,0,0,0
144979,2,5000000141,5003338824,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
83388,1,5000000141,5003338824,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
